gene,mean_n_neighbors,mean_neighbor_popularity,median_neighbor_popularity,specificity
VAC14,283.7,5695.211510378867,5363.08,0.6517755114412187
CST7,187.14,5695.2782909969355,5569.72,0.6517714282484295
RC3H1,227.58,5695.29424586737,5557.04,0.651770452713704
IFITM1,224.38,5695.296230974108,5571.32,0.651770331337566
EIF3D,365.64,5695.361356207702,5456.67,0.6517663493605808
STX4,373.72,5695.417225408147,5597.77,0.651762933328759
GNPAT,287.62,5695.421181370475,5547.03,0.6517626914478463
NOCT,183.7,5695.428622001541,5626.5,0.6517622365025044
RFK,205.6,5695.507129518239,5401.82,0.6517574362874816
SYCP2,145.26,5695.507677583369,5586.49,0.6517574027769264
MED27,305.2,5695.514283177868,5450.92,0.6517569988885437
NDUFC2,201.12,5695.5170235407595,5638.65,0.6517568313334907
PITHD1,277.86,5695.571051650403,5539.15,0.6517535278721857
ENSG00000293164,225.46,5695.590239633296,5503.92,0.6517523546540327
SRP19,276.4,5695.602596743988,5521.59,0.6517515990985028
ITGAV,190.92,5695.694404680233,5403.0,0.6517459856508571
CDCA5,133.36,5695.731539063846,5601.77,0.651743715129083
ZBTB42,231.88,5695.7437377355245,5537.79,0.6517429692610501
SPATC1L,177.38,5695.779868316455,5563.74,0.6517407601151664
ENSG00000273300,209.52,5695.875117252581,5512.41,0.651734936273153
ANAPC7,309.88,5695.9411307095725,5542.19,0.651730899987186
MTCH1,356.08,5695.949990996866,5510.22,0.6517303582392622
ZNF599,269.82,5696.055336551924,5401.06,0.6517239170558287
ASPRV1,141.5,5696.077992959882,5574.35,0.6517225317664395
ITM2C,151.88,5696.090211093298,5556.46,0.6517217847084501
LINC01191,210.26,5696.165755786487,5586.03,0.6517171656504747
SIPA1L1,218.32,5696.205167290849,5557.65,0.6517147558978387
BPNT1,257.52,5696.237999819493,5447.29,0.651712748406023
ZKSCAN2-DT,238.7,5696.275185589668,5588.38,0.651710474742301
KLHL18,317.02,5696.278382271773,5562.55,0.6517102792863483
TENT5A,198.66,5696.320928249337,5508.63,0.6517076778814224
POLA2,311.22,5696.342738311257,5445.55,0.6517063443404918
BMS1P20,265.38,5696.348881004284,5505.09,0.6517059687554703
ACCS,149.3,5696.5174224986495,5586.58,0.6516956635586273
ZNF707,334.48,5696.554572007257,5419.2,0.6516933921120601
IRAK2,189.04,5696.599212445694,5523.5,0.6516906626447145
F5,167.92,5696.66056663987,5585.46,0.65168691124183
ARMCX4,257.24,5696.661348297353,5492.36,0.6516868634486486
CEP152,234.84,5696.744681576722,5439.65,0.651681768170179
FAM83D,171.16,5696.778116427886,5588.4,0.651679723850328
EFCAB8,199.16,5696.847651861407,5594.01,0.6516754722188073
ZNF540,225.46,5696.847673964741,5448.12,0.6516754708673347
ENSG00000301000,274.04,5696.904023070965,5570.46,0.6516720254924508
ALG12,343.1,5696.908339250665,5435.03,0.6516717615866301
ZFP3,248.12,5696.984052952734,5450.15,0.6516671321948803
GSPT2,238.42,5697.005372914672,5371.26,0.6516658286203196
ZNF737,200.24,5697.14069653754,5438.38,0.6516575544764573
NSMCE1-DT,179.08,5697.149223078479,5608.79,0.6516570331349142
PINK1,237.52,5697.181126654056,5599.82,0.6516550824424301
LINC00426,198.64,5697.19327803527,5450.07,0.651654339465896
CACNB4,192.84,5697.20193957726,5523.16,0.651653809869932
PPP1R10,261.28,5697.233066830188,5567.88,0.6516519066444397
ZNF137P,196.7,5697.23373423964,5586.07,0.6516518658367692
C4orf3,238.74,5697.253930216277,5592.37,0.6516506309864705
SLC2A5,104.84,5697.314797839803,5607.04,0.6516469093341606
SNHG7,262.7,5697.34831310774,5552.9,0.6516448600973561
PPP1R12A,162.98,5697.36087944606,5504.49,0.6516440917489417
ENSG00000301476,263.3,5697.460222524078,5629.42,0.6516380175772499
YDJC,276.14,5697.539256154625,5418.96,0.6516331851938475
OCIAD1,339.1,5697.705588240221,5483.16,0.6516230150877272
KIF15,155.6,5697.715362825065,5571.27,0.6516224174365597
SNAP23,233.66,5697.724917402207,5555.27,0.6516218332374071
ENSG00000226824,221.88,5697.744198930701,5588.16,0.6516206542995597
KNOP1,260.96,5697.764962084335,5385.25,0.6516193847701415
FRMD4B,130.56,5697.765956529268,5532.5,0.6516193239664159
SH3TC1,210.9,5697.822540879599,5547.8,0.651615864207912
IL6,250.12,5697.857936118772,5575.48,0.6516137000233095
ENSG00000303946,281.3,5697.907389795913,5444.97,0.651610676258275
ZDHHC4,320.5,5697.914749518801,5460.27,0.6516102262599327
SLC35E3,202.62,5697.918987676578,5575.28,0.651609967124636
SPMIP4,294.16,5698.038577201287,5434.73,0.6516026550167358
SFT2D2,219.84,5698.0493798099305,5442.35,0.6516019945087173
ZNF224,213.88,5698.078869901344,5432.99,0.6516001913848154
RRP8,340.36,5698.174295237771,5444.2,0.6515943567570914
CENPN,238.36,5698.194247438348,5517.21,0.6515931368120851
UBL3,198.96,5698.197277196212,5462.21,0.651592951562445
LIX1L-AS1,254.12,5698.215003880285,5604.14,0.6515918676930428
TMEM117,279.22,5698.217124143109,5507.14,0.6515917380530047
EOGT,243.02,5698.22510464741,5424.35,0.6515912500979877
RIOX1,236.26,5698.256819119403,5529.04,0.6515893109679363
LYPLA1,169.9,5698.313962559815,5528.51,0.6515858170247744
ENSG00000289050,230.38,5698.393887459895,5608.93,0.651580930146139
RLN3,220.54,5698.457890236909,5616.68,0.6515770167999444
BAX,332.52,5698.4711408108415,5547.49,0.651576206615051
PIK3R5-DT,262.88,5698.486587704445,5576.23,0.6515752621397466
RHOQ,256.7,5698.5580275625725,5465.89,0.6515708940652661
IQCN,139.02,5698.570233033363,5614.71,0.6515701477815125
KRT8P50,239.14,5698.606350693775,5636.37,0.6515679394256328
ENSG00000274653,250.4,5698.662996226503,5569.81,0.6515644759262302
LHFPL5,134.48,5698.710801772798,5573.0,0.6515615529334884
EIF2S1,280.48,5698.792665749305,5322.67,0.6515565474931638
BOLA3-DT,299.0,5698.8040631483755,5521.01,0.6515558506176475
ZFHX3-AS1,262.34,5698.938460754244,5487.14,0.6515476330935956
ANKRD17,283.34,5698.959456067296,5428.31,0.6515463493691657
POLR3C,380.2,5698.979695128716,5492.74,0.6515451118845175
PTPRS,200.36,5698.998130373287,5556.29,0.6515439846913307
PECR,193.44,5699.023181738885,5581.33,0.6515424529661336
LAGE3,255.56,5699.02888109814,5506.04,0.6515421044880378
ERMARD,288.86,5699.111303530416,5390.29,0.6515370649018395
RPS6KC1,249.0,5699.133946025249,5490.95,0.6515356804631458
REST,259.18,5699.136223462041,5454.83,0.6515355412129599
ANKRD13C-DT,228.84,5699.1427875552945,5557.96,0.6515351398621037
ATF1,268.64,5699.274773615304,5416.22,0.6515270697881196
ENSG00000250274,222.78,5699.332602364352,5559.42,0.6515235339428705
ENSG00000279059,280.32,5699.360269089176,5386.52,0.6515218423057674
ENSG00000266709,137.98,5699.3845002492935,5630.83,0.6515203607307066
PAICSP1,241.9,5699.43561628509,5602.04,0.651517235323443
BECN1,332.92,5699.462150496094,5582.22,0.651515612932064
ALDH3A2,270.84,5699.465321016167,5444.69,0.6515154190757464
CRISP3,82.82,5699.490709435349,5563.67,0.6515138667419536
WDR44,237.38,5699.50111402042,5416.27,0.6515132305704421
KCTD5,272.56,5699.536722293021,5547.46,0.6515110533602555
NKAP,323.2,5699.67181450701,5587.56,0.6515027933655145
XPO6,221.52,5699.738579780804,5544.83,0.651498711110926
HACD4,208.6,5699.758641670026,5554.27,0.6514974844591852
MYB,121.46,5699.824361558915,5555.06,0.6514934661229645
FBXO4,250.44,5699.844667623535,5365.5,0.6514922245415142
SDHC,254.82,5699.865234798544,5609.54,0.6514909669948918
ENSG00000289382,236.22,5699.892390085645,5617.84,0.6514893066288202
CFAP20,341.66,5700.039335005269,5447.18,0.6514803219195799
MAP2K4,233.18,5700.074058771825,5568.27,0.6514781987910838
ZNF624,223.92,5700.098148186765,5501.79,0.6514767258828025
POLR2C,314.08,5700.099358814552,5580.93,0.6514766518609262
ENSG00000304765,222.74,5700.135801051565,5621.5,0.6514744236593357
ZNF287,262.28,5700.2851877283665,5378.76,0.6514652896528055
ALG6,244.0,5700.3164380160115,5568.18,0.6514633789045545
EOLA1,296.54,5700.321282876003,5544.57,0.651463082673433
HAL,143.42,5700.604387138412,5556.11,0.651445772721589
ENSG00000272529,249.94,5700.633300003276,5451.24,0.6514440048912702
MYO1E,223.74,5700.6801794826115,5476.11,0.6514411385213934
MAP4K3-DT,302.68,5700.76354209187,5519.4,0.6514360414495952
DOCK11,226.44,5700.768076623399,5516.42,0.6514357641930053
ENSG00000310009,194.2,5700.796688479109,5620.25,0.6514340147674038
SLC35D1,231.16,5700.801590941464,5415.36,0.6514337150142792
ASB1,275.94,5700.868453541391,5555.38,0.6514296268088419
PEX2,208.08,5700.892649968189,5549.53,0.6514281473574938
VPS9D1,199.82,5700.968374135851,5599.53,0.6514235173258422
MRPS10,319.96,5701.020636082107,5388.03,0.6514203218537384
XRCC4,190.12,5701.086615168584,5634.02,0.6514162876693008
PDHB,301.36,5701.137699659816,5514.48,0.6514131641907785
ZNF256,238.54,5701.1499839883045,5448.68,0.6514124130853987
ARSD,243.18,5701.226542275386,5599.16,0.6514077320528654
KCTD15,219.54,5701.257942000276,5428.97,0.651405812167516
IL6ST,195.64,5701.3121459230815,5469.98,0.6514024979563997
DNAL4,278.86,5701.401360769605,5598.94,0.6513970430590275
ZKSCAN1,249.18,5701.440297906146,5379.14,0.651394662310844
FBLN5,197.82,5701.46209155887,5504.94,0.6513933297732271
KDM3A,184.88,5701.518142848482,5589.55,0.651389902607858
CCRL2,186.04,5701.644707393921,5644.21,0.6513821640236062
DIP2B,268.42,5701.708833225977,5566.18,0.6513782431534101
CENPV,247.36,5701.724166030445,5526.41,0.6513773056539012
PHB1P9,206.8,5701.870085811392,5526.2,0.651368383625106
RBMX2,362.46,5701.908565664376,5434.24,0.6513660308367853
ENSG00000273445,206.54,5701.990572627514,5553.78,0.6513610166537748
RBP7,164.06,5702.010700973249,5641.37,0.651359785938658
PRELID2,252.06,5702.0167790704345,5613.53,0.6513594143032446
ADAM23,192.38,5702.027982656199,5525.54,0.6513587292781291
ZFP69,249.44,5702.097168837174,5490.06,0.65135449900109
ZBP1,179.48,5702.174053796025,5583.03,0.6513497979947401
SARAF,241.46,5702.185779760592,5444.89,0.6513490810296183
CCDC112,198.0,5702.21637939821,5581.08,0.6513472100643101
BRIX1,236.16,5702.24827319611,5377.42,0.6513452599696661
APOA2,113.98,5702.256156793069,5655.77,0.6513447779398919
NID1,187.16,5702.273846917687,5544.15,0.6513436963058583
METTL2A,287.16,5702.279797237699,5339.48,0.6513433324831734
ZNF321P,236.34,5702.406111911958,5609.73,0.6513356091768904
ZMYM2,204.6,5702.533546124952,5420.07,0.6513278174182237
ACYP1,259.28,5702.677744874786,5509.54,0.6513190006190899
EFCAB13,250.18,5702.6933888398125,5448.42,0.6513180440941723
ENEMAL,226.06,5702.700150870586,5649.91,0.6513176306407468
MED9,276.86,5702.718675741719,5599.71,0.6513164979674888
ALG3,267.36,5702.723365229988,5455.87,0.6513162112363199
KLF16,239.52,5702.794665549231,5573.06,0.6513118516937186
TSFM,275.62,5702.865003337831,5489.07,0.6513075510034956
PTGDR2,141.4,5702.944270727298,5521.96,0.6513027043272823
SKA2,255.94,5703.005186735438,5440.55,0.6512989797165737
ERGIC3,326.72,5703.012961977923,5514.64,0.6512985043119582
VMAC,250.62,5703.073605518122,5431.2,0.6512947963608607
ZFP41,247.04,5703.085896737609,5382.72,0.651294044834142
XRCC5,354.82,5703.098709911575,5592.96,0.6512932613933613
ELK1,291.32,5703.1149725190935,5469.67,0.65129226704255
TAF1A,253.68,5703.138182068707,5376.85,0.6512908479322099
RDH14,292.18,5703.1580368000505,5410.37,0.6512896339468022
MON1B,315.26,5703.181219121979,5561.34,0.6512882165012548
PMP22,163.56,5703.219995364696,5633.1,0.6512858455906636
HDAC1,341.64,5703.276443554433,5418.57,0.6512823941574788
FDXACB1,281.26,5703.369101554941,5402.98,0.6512767287340299
NUDT19,245.36,5703.487030925704,5431.89,0.6512695181335553
AGL,186.64,5703.528019603011,5403.21,0.6512670119472326
SWT1,260.68,5703.61433869469,5613.61,0.6512617341061027
SLC20A1-DT,281.7,5703.65387863225,5484.6,0.6512593165006267
GLB1L2,163.66,5703.666326604745,5567.81,0.651258555389499
CFH,185.84,5703.684679291921,5567.19,0.6512574332441503
CKS2,144.78,5703.729245373808,5614.41,0.6512547083232156
ERN1,172.42,5703.734377488062,5537.03,0.6512543945283973
TACC1,275.66,5703.736789452765,5406.49,0.65125424705272
CDK5RAP3,301.76,5703.873914599276,5563.34,0.6512458627576108
KDM5B,254.56,5704.004223047493,5595.72,0.6512378952584841
SMIM15,198.5,5704.042007099279,5451.32,0.6512355850138014
SLC9A3-AS1,171.3,5704.091325915068,5571.47,0.6512325694946457
ENSG00000260086,243.06,5704.099010685836,5618.64,0.6512320996217771
PRKCZ,234.94,5704.180985786824,5540.04,0.6512270873869261
BTF3L4,250.76,5704.188476419213,5501.26,0.6512266293843343
RAB18,225.84,5704.193065908713,5578.48,0.6512263487674281
TMEM147-AS1,216.66,5704.2025475237415,5376.14,0.6512257690294257
TPI1,216.48,5704.206233882123,5615.55,0.6512255436330099
MPHOSPH8,322.38,5704.231716844443,5437.13,0.6512239855185299
MIS18BP1,193.32,5704.268889117626,5444.61,0.6512217126800596
ZNF253,254.74,5704.273793260089,5396.61,0.6512214128242073
ENSG00000283849,227.72,5704.311903688313,5621.35,0.6512190826237656
PNO1,270.0,5704.407494195216,5427.71,0.6512132378969602
NAIP,112.02,5704.440730223457,5650.73,0.6512112057338149
ENSG00000307137,172.96,5704.4970631615315,5651.79,0.6512077613475065
KIF20B,193.32,5704.574997761247,5398.13,0.6512029961625652
IKZF4,242.34,5704.593237660531,5416.73,0.6512018809134497
CCNYL1,281.92,5704.626804894509,5504.72,0.6511998284992657
KRT81,218.42,5704.662731064984,5562.5,0.6511976318517283
FBXO32,203.0,5704.781840629363,5471.58,0.6511903490902254
ZNF304,209.7,5704.868702384373,5412.09,0.6511850380688247
GPATCH2L,290.76,5704.931508461746,5413.26,0.6511811978928923
KIR2DS4,77.68,5704.940450762191,5629.97,0.6511806511304071
SNAPIN,256.76,5705.020072508461,5614.17,0.6511757827876208
MAGOHB,273.98,5705.027432563117,5456.75,0.6511753327689931
WDHD1,206.7,5705.034428631408,5505.69,0.6511749050057225
CNKSR1,219.1,5705.080572859434,5513.63,0.6511720835915968
SLC25A17,310.08,5705.087843479956,5350.24,0.6511716390412745
GRN,196.88,5705.0906636816135,5605.54,0.6511714666046093
TMEM237,275.18,5705.099800643287,5487.51,0.6511709079398784
ENSG00000237927,130.4,5705.114734381819,5642.68,0.6511699948406102
PHF2,238.92,5705.144427269606,5413.2,0.6511681793170525
IL1RN,168.72,5705.147803569039,5607.15,0.6511679728786892
VSIG1,168.26,5705.149183295275,5383.31,0.6511678885175619
NUP35,261.68,5705.266451324029,5407.32,0.6511607183537738
TTC33,189.44,5705.323106113937,5502.81,0.651157254288356
ENSG00000268030,258.76,5705.392058331166,5531.46,0.6511530383166515
DOK1,288.58,5705.476901474421,5580.3,0.6511478507199988
ZC3H13,255.7,5705.577696358519,5424.56,0.6511416877799744
CD27,157.96,5705.642822150589,5469.75,0.651137705768842
SPEN,236.12,5705.68889981137,5455.13,0.6511348884248627
TMEM192,275.12,5705.82603408011,5444.43,0.6511265035719895
CDK8,256.8,5705.86536229714,5545.72,0.6511240989118228
CAMTA1,316.8,5705.923650980777,5489.39,0.6511205349446177
ENSG00000254639,188.98,5705.926432357182,5627.11,0.6511203648818598
ENSG00000306166,218.86,5705.94755793513,5644.28,0.6511190731925938
ENSG00000290833,288.58,5706.008752829599,5476.19,0.6511153315298319
MIR762HG,335.14,5706.057818328657,5457.32,0.6511123314993178
FPR3,131.94,5706.108734128206,5551.79,0.6511092183351754
MZT2B,219.98,5706.144807694928,5587.3,0.6511070126753331
CLDND2,171.48,5706.156005342271,5595.59,0.6511063280133127
GPER1,117.42,5706.171871079621,5627.53,0.6511053579284853
CENPI,221.48,5706.232287007894,5601.07,0.6511016638943508
ADORA2A-AS1,164.26,5706.250435124015,5621.32,0.6511005542571682
ZFTA,255.34,5706.317195751475,5388.39,0.6510964722866723
LRRC37B,314.62,5706.504914389781,5462.58,0.6510849945344066
NOXRED1,226.76,5706.529158540522,5615.37,0.6510835121650552
FAM20B,236.9,5706.62619502373,5507.48,0.6510775790263692
SLTM,281.12,5706.686215875035,5457.11,0.6510739091485763
VOPP1,236.34,5706.737601432848,5553.0,0.6510707672618252
ENSG00000279382,196.24,5706.744620671227,5578.77,0.6510703380818572
SERPINB2,95.9,5706.787691983603,5651.1,0.6510677045561846
MVP,289.58,5706.9016109176955,5575.32,0.6510607391673681
ZNF124,253.94,5706.903732437658,5456.3,0.6510606094504643
RPL10AP6,255.06,5706.990328345158,5558.07,0.6510553146838791
MYEF2,176.54,5707.028121703812,5543.56,0.651053003870143
CNN2,246.56,5707.053087135472,5572.76,0.6510514773992374
ENSG00000307673,256.42,5707.06215575033,5483.72,0.651050922913462
PIGN,283.2,5707.0978736711395,5432.89,0.6510487389990132
ZSWIM6,205.06,5707.135598741196,5476.51,0.6510464323606728
IGHG3,112.6,5707.356919407451,5589.81,0.6510329000668021
AGPAT4,227.34,5707.411584433508,5564.0,0.651029557662274
MRPS24,262.36,5707.449721179762,5457.74,0.651027225852659
LHPP,235.0,5707.646240409136,5600.21,0.6510152100024986
FAF2,297.16,5707.779663393715,5492.18,0.6510070520700877
GPNMB,116.96,5707.811716658091,5605.77,0.6510050922251243
DENND6A,234.22,5707.835094667642,5406.75,0.651003662814574
DTX1,153.1,5707.947793888111,5527.85,0.6509967720031726
RAD23A,212.46,5707.988706180075,5599.26,0.6509942704873082
ENSG00000238279,249.28,5708.171292963567,5633.81,0.6509831065139977
ZNF77,276.76,5708.1917046586095,5453.39,0.6509818584739462
ZNF587B,219.94,5708.292896509218,5562.71,0.6509756712620471
ENSG00000274213,192.5,5708.317605130724,5638.67,0.6509741604933829
THAP7,257.64,5708.318130828041,5392.81,0.6509741283504713
MTFR1L,380.32,5708.435201140229,5430.24,0.6509669702757426
SLC39A6,236.74,5708.451523398111,5436.51,0.6509659722777065
TMEM106B,192.34,5708.575919232596,5405.41,0.6509583662957752
COL4A4,220.3,5708.638211517467,5478.52,0.6509545575348537
POLB,211.9,5708.673983627615,5572.02,0.6509523703070856
SEMA4D,233.36,5708.720205211325,5585.69,0.6509495441631719
ARGLU1,179.46,5708.819208019876,5436.42,0.6509434907967058
ENSG00000289029,274.48,5708.951639785868,5534.86,0.6509353934707509
SAT2,260.32,5708.953506344006,5601.85,0.6509352793430752
LINC02975,157.78,5708.961454188808,5610.51,0.6509347933849705
MTM1,208.68,5709.012737777764,5524.36,0.65093165773294
DKK3,164.38,5709.1568194597,5627.88,0.6509228480917334
AP3S2,275.58,5709.158013746733,5635.83,0.6509227750689861
RAB11FIP2,188.92,5709.210149469995,5395.85,0.650919587314583
DNAJB2,236.76,5709.253354103728,5637.51,0.6509169456371917
STX18,368.34,5709.266473100354,5474.53,0.6509161434973798
ZNF799,176.1,5709.362006974028,5621.2,0.6509103022333214
NHERF2,175.38,5709.39010360506,5613.33,0.650908584310299
ENSG00000266947,223.92,5709.523295750313,5413.54,0.6509004404921851
TARS1,261.5,5709.525357326529,5497.28,0.6509003144404446
MIOS-DT,256.44,5709.52690350786,5531.99,0.65090021990169
RUBCNL,156.44,5709.620722989688,5528.79,0.6508944834613459
LCMT1,339.48,5709.710896770408,5481.45,0.6508889699314945
TMEM64,218.9,5709.720463250499,5455.33,0.6508883850045553
APMAP,245.34,5709.723089868545,5594.63,0.6508882244042467
PFN4,279.38,5709.796455908173,5636.03,0.6508837385565165
SEC22C,271.1,5709.807329101522,5513.42,0.6508830737327104
IRS2,142.94,5709.8824950594,5569.56,0.6508784778318923
RC3H2,293.0,5709.922540123752,5396.27,0.6508760293412563
TMPRSS13,278.1,5709.995743990843,5500.46,0.6508715534093035
FNTA,323.44,5710.033463633477,5385.68,0.6508692471028139
LINC01569,250.62,5710.085358466949,5440.86,0.6508660740772272
DNAJC18,282.62,5710.1528503445,5433.26,0.6508619473956283
ENSG00000280135,169.02,5710.399828340786,5402.5,0.6508468463258461
BNIP3,209.22,5710.513278201692,5614.01,0.6508399096177504
POLM,305.08,5710.63955993116,5552.16,0.6508321883258232
ZSWIM7,331.38,5710.6720579418625,5408.46,0.6508302012875657
CDYL,322.62,5710.6773927655895,5544.16,0.6508298750984047
UBE2T,175.56,5710.700123571162,5625.08,0.6508284852600941
SLC16A14,172.96,5710.721476558844,5588.69,0.6508271796662278
RAPGEF1,224.68,5710.748871252274,5555.27,0.6508255046620438
ALKBH2,278.06,5710.757833174368,5469.57,0.6508249566998247
MZT2A,195.1,5710.996648098127,5619.61,0.6508103547478981
MRPS18B,272.06,5711.046623601104,5375.05,0.6508072990766673
RALA,265.78,5711.055966431977,5414.98,0.6508067278243976
ZNF485,257.74,5711.087456094506,5413.0,0.6508048024399569
PSENEN,264.14,5711.155207062929,5600.68,0.6508006599166659
GTPBP10,243.1,5711.15571478344,5387.11,0.6508006288729171
ENSG00000300811,234.78,5711.222790819069,5533.79,0.6507965276172993
DST,209.4,5711.2447010531705,5594.55,0.6507951879515028
