gene,mean_train,max_train,uncov_k0.1,hin_rate_k0.1,n_intervals_k0.1
SF3B4,2890.370895274554,6752.386187358716,0.22836325100004773,0.98,16
ZNF764,114.42587539018609,388.5745781833647,0.2283520938714073,0.96,12
TIGD2,60.273012827677995,268.2958652139073,0.22834834743815813,1.0,12
TECPR1,2908.189663295775,7617.800899883811,0.22834600378655412,1.0,11
NPIPB3,81.17782802528298,441.9541205354991,0.2283455933756714,1.0,12
GBA2,3475.0807068702316,6659.318390138958,0.22833332800235973,1.0,12
ZBTB20-AS1,15.859514439876788,136.16601975116416,0.22831315028500276,0.78,11
CD27,498.23144400039433,2784.9777976664436,0.22829596241583572,1.0,20
MPHOSPH10,304.6525482692879,1391.632609575851,0.22828203263106728,0.94,18
MED24,1412.8945086685274,5311.495109826781,0.22827728896136856,1.0,10
SPATA41,33.93291164490762,242.1104102873547,0.22821225785900634,0.92,13
PSMA7,4507.064325527146,8900.61578824338,0.22820254626741143,0.98,6
ENSG00000276488,37.8552248997512,165.43633199930323,0.22819447863512166,1.0,7
PEA15,1921.6012639589799,7370.355489870471,0.22819228885842724,0.96,13
UBE2E2,279.8870168351264,1058.311636587736,0.2281916781235146,0.98,22
BHLHE40-AS1,227.72192017732567,1465.747372589624,0.22818002893877753,0.98,16
ENSG00000299353,20.972238175738692,173.74768273395756,0.22817748345211653,0.9,10
LANCL2,227.66497688932296,709.5326991970629,0.22815980287620918,1.0,13
ZNF790-AS1,30.197318962007785,144.30137945774075,0.2280694855742169,0.94,6
