geneid,chrm_probe,s1,s2,log2FC,mean_expr
UGT3A2,5,36035119,36067023,0.0012767372240283237,36051071.0
FAM35B,10,46897641,46939145,0.0012762077679333572,46918393.0
NRSN1,6,24126414,24147757,0.001275690098886173,24137085.5
LSM4,19,18417717,18434001,0.0012749932743929548,18425859.0
SKP2,5,36152189,36184147,0.0012747576775709035,36168168.0
TRNAU1AP,1,28879529,28905057,0.0012747039539249272,28892293.0
SETD1A,16,30968615,30995981,0.0012743016603060653,30982298.0
OSCP1,1,36883507,36916086,0.00127376213352548,36899796.5
YIPF4,2,32502958,32531658,0.0012733326229827924,32517308.0
PLAG1,8,57073468,57123859,0.0012732145516984872,57098663.5
DFNB31,9,117164360,117267736,0.0012723518109183374,117216048.0
ANKS4B,16,21245016,21263750,0.0012716176881824026,21254383.0
ZNF337,20,25654851,25677469,0.0012713579777852146,25666160.0
CLEC4E,12,8685901,8693558,0.0012712381175497,8689729.5
SPHKAP,2,228844670,229046361,0.0012709513982152032,228945515.5
RBM33,7,155437203,155574179,0.0012707869799228888,155505691.0
SLC30A4,15,45774680,45815002,0.0012702817753371676,45794841.0
FANCA,16,89803959,89883065,0.001270273584221826,89843512.0
APTX,9,32972604,33001639,0.0012698486573547996,32987121.5
LPXN,11,58294344,58345639,0.0012689138616224227,58319991.5
C8orf83,8,93895758,93978372,0.0012687943201257212,93937065.0
ACBD7,10,15117474,15130775,0.0012687866135259185,15124124.5
SMARCAD1,4,95128759,95212443,0.0012685692539875504,95170601.0
NIPSNAP1,22,29950798,29977144,0.0012684982483612828,29963971.0
LOC100133315,11,71576555,71639493,0.0012680191407135055,71608024.0
NTSR1,20,61340189,61394123,0.0012679472725736218,61367156.0
ACVR1,2,158592958,158732374,0.001267688162343461,158662666.0
SLC2A4,17,7185054,7191367,0.0012670376182626342,7188210.5
TMCC3,12,94960900,95044324,0.0012668640895689975,95002612.0
PPM1A,14,60712470,60765805,0.0012668297056919187,60739137.5
IARS,9,94972625,95056038,0.0012665408050374083,95014331.5
E2F8,11,19245610,19262507,0.0012660820784518023,19254058.5
MSX1,4,4861392,4865660,0.001266040638753907,4863526.0
ARHGEF19,1,16524599,16539104,0.0012658165750352168,16531851.5
TMPRSS12,12,51236701,51281663,0.0012654602510409063,51259182.0
CDKN1C,11,2904448,2906995,0.001264588929057453,2905721.5
HRH4,18,22040593,22059921,0.0012645843661154288,22050257.0
SPATS2L,2,201170604,201346986,0.0012643693495490993,201258795.0
YBX2,17,7191571,7197876,0.001264286466412301,7194723.5
ORC3,6,88299785,88377172,0.001263841633917906,88338478.5
FAM35B2,10,47379720,47421238,0.0012636542190520572,47400479.0
DCAKD,17,43100706,43138473,0.0012636081757904094,43119589.5
SHCBP1,16,46614468,46655311,0.0012635174370458913,46634889.5
CMAS,12,22199159,22218602,0.0012630226997956129,22208880.5
MGAT3,22,39853325,39888199,0.0012618908262069795,39870762.0
FBXO6,1,11724150,11734409,0.0012618514296782735,11729279.5
TPD52L1,6,125474879,125584644,0.0012615130316468992,125529761.5
SNAP23,15,42787835,42825256,0.0012611878083461647,42806545.5
EDC3,15,74922899,74988386,0.0012604491368577442,74955642.5
PAQR8,6,52226926,52272575,0.0012604383412337938,52249750.5
SUN3,7,48026746,48068716,0.001260203389332304,48047731.0
LEPREL1,3,189674517,189840226,0.0012598591800347947,189757371.5
FAM86B2,8,12283124,12293852,0.0012594903557037185,12288488.0
MMP28,17,34092876,34122640,0.0012589621593726008,34107758.0
CYTH4,22,37678495,37711389,0.001258949076710536,37694942.0
LYST,1,235824345,236030220,0.0012589254450929843,235927282.5
ZBTB8OS,1,33087307,33116185,0.0012586087988992745,33101746.0
ZNF608,5,123972610,124080805,0.0012585385981402908,124026707.5
ARFIP2,11,6496926,6502595,0.0012582982783690966,6499760.5
MTDH,8,98656407,98742488,0.0012582505938389943,98699447.5
SH3RF2,5,145316126,145442879,0.0012578522535804382,145379502.5
RAB3GAP1,2,135809835,135928279,0.0012576710603582342,135869057.0
FBXO17,19,39432042,39466380,0.0012557732570641633,39449211.0
ST3GAL1,8,134467091,134584183,0.001255731330505938,134525637.0
TMEM104,17,72772622,72835922,0.0012543577193788735,72804272.0
PAPOLB,7,4897369,4901625,0.0012532121617567782,4899497.0
CCDC64,12,120427648,120532299,0.0012531500678321095,120479973.5
FAM83F,22,40390953,40426043,0.0012528100132094266,40408498.0
PQLC2,1,19638740,19655794,0.0012522719582221953,19647267.0
LGALS9B,17,20353176,20370848,0.0012521015659352486,20362012.0
ANKRD36B,2,98121261,98206428,0.0012516829962052611,98163844.5
BRF1,14,105675623,105767329,0.001251437299874425,105721476.0
ACVR1B,12,52345451,52390863,0.0012510593040602203,52368157.0
ZNF622,5,16451628,16465894,0.0012504882652706328,16458761.0
SEC31A,4,83739814,83812419,0.0012503191019774818,83776116.5
LOC100129066,9,92254698,92334674,0.0012501368124233636,92294686.0
SPATA18,4,52917593,52963458,0.0012498782419392285,52940525.5
EDAR,2,109510927,109605828,0.0012496827035128888,109558377.5
ASGR1,17,7076751,7082883,0.0012495528195444194,7079817.0
LRRC36,16,67360747,67419109,0.0012494236822675475,67389928.0
VRK1,14,97263684,97347951,0.0012493763731953322,97305817.5
KLHL3,5,136953189,137071779,0.0012487125941831323,137012484.0
LOC388588,1,3689352,3692546,0.0012484504661820495,3690949.0
MIR3917+STMN1,1,26210677,26233368,0.0012484236853644859,26222022.5
AK2,1,33473541,33502512,0.0012480974173918469,33488026.5
DDX52,17,35972363,36003493,0.0012479489837637914,35987928.0
SLC25A35,17,8191082,8198170,0.001247869254740408,8194626.0
GPR111,6,47624326,47665533,0.0012477536986992277,47644929.5
FARSA,19,13033284,13044558,0.0012474148479668656,13038921.0
SGTB,5,64961755,65017941,0.00124726045472201,64989848.0
LAG3,12,6881670,6887621,0.001247047139294466,6884645.5
POT1,7,124462440,124570037,0.001246662030567336,124516238.5
ACAP2,3,194995465,195163817,0.0012450330957527456,195079641.0
FNIP2,4,159690182,159827954,0.0012441421619193704,159759068.0
RRM2,2,10262695,10271546,0.0012437073621569539,10267120.5
LRRC40,1,70610485,70671361,0.0012432667039341538,70640923.0
FLJ37453,1,16160710,16174642,0.0012431982995089186,16167676.0
GADD45B,19,2476123,2478257,0.0012428235883490402,2477190.0
SF3A3,1,38422652,38455761,0.001242642504060143,38439206.5
PLAGL1+HYMAI,6,144261437,144385735,0.0012425142903147446,144323586.0
PINK1,1,20959948,20978004,0.0012422782126080278,20968976.0
SLC12A5,20,44650329,44688789,0.0012421446439212502,44669559.0
C4orf21,4,113460489,113558151,0.001241276844346828,113509320.0
NCRNA00114,21,40110879,40145401,0.0012411420023994424,40128140.0
BAALC,8,104152921,104242533,0.001240744865114607,104197727.0
SLC25A20,3,48894356,48936402,0.0012400917548660573,48915379.0
AASDH,4,57204457,57253638,0.0012398107435345196,57229047.5
PDLIM2,8,22436254,22455538,0.0012394662988874927,22445896.0
KCNAB3,17,7826027,7832753,0.0012393770399015125,7829390.0
SULT4A1,22,44220387,44258378,0.0012389284463409922,44239382.5
CNGA4,11,6260330,6265707,0.0012385993227930214,6263018.5
CASS4,20,54987168,55034396,0.0012385863618078474,55010782.0
LOC100289255,17,10698230,10707416,0.0012382337090812712,10702823.0
ZNF567,19,37180302,37212225,0.0012381661770675123,37196263.5
RNF222,17,8294023,8301144,0.0012381232172700152,8297583.5
ARFIP1,4,153701112,153833063,0.0012380091661938764,153767087.5
SIDT1,3,113251218,113348422,0.0012377401492678075,113299820.0
TMEM14B,6,10747995,10757214,0.0012369287050191247,10752604.5
RARS2,6,88224096,88299735,0.0012363658212244388,88261915.5
IGF2R,6,160390131,160527583,0.001235839101425995,160458857.0
PLA2G4A,1,186798032,186958113,0.0012358222376605,186878072.5
GPR128,3,100328433,100414323,0.0012345460016369714,100371378.0
UBE2O,17,74385613,74449288,0.0012344364188976442,74417450.5
CBL,11,119076990,119178859,0.001233681434968048,119127924.5
RBM25,14,73525221,73588076,0.0012327995215848375,73556648.5
SMPDL3B,1,28261504,28285663,0.0012327432913039615,28273583.5
IFT81,12,110562140,110656600,0.001232056385571667,110609370.0
NDRG4,16,58497549,58547523,0.0012319569528287388,58522536.0
STX3,11,59522532,59573355,0.001231311930741441,59547943.5
MDFIC,7,114562209,114659970,0.0012305904937157663,114611089.5
CIDECP,3,10059237,10067820,0.0012304482524321259,10063528.5
FREM3,4,144498561,144621828,0.001230191338393638,144560194.5
STK10,5,171469074,171615346,0.0012301689512845826,171542210.0
RPL27A,11,8703995,8711419,0.0012300100821427407,8707707.0
ZKSCAN2,16,25247322,25268855,0.0012299249393734613,25258088.5
TLR6,4,38825329,38858437,0.0012297227988646853,38841883.0
ZNF445,3,44481262,44519162,0.0012287164862527789,44500212.0
CSNK1G3,5,122847793,122952464,0.0012287077513022382,122900128.5
SERPINB7,18,61420277,61472604,0.0012285806325635917,61446440.5
GAP43,3,115342151,115440334,0.001227546661677792,115391242.5
LOC400891,22,21400249,21418457,0.0012269680293890417,21409353.0
PTN,7,136912092,137028546,0.001226598714321625,136970319.0
HIF1A,14,62162119,62214977,0.0012262382751906387,62188548.0
KIAA1704,13,45563687,45602404,0.0012253860052133803,45583045.5
CD69,12,9905082,9913497,0.001225141143926578,9909289.5
ATG2B,14,96747595,96829678,0.0012234984105319313,96788636.5
MCFD2,2,47129009,47168994,0.0012234864283122704,47149001.5
FBXW11,5,171288556,171433877,0.001223461770759826,171361216.5
INPP5F,10,121485609,121588659,0.0012232453304967805,121537134.0
ST7L,1,113066141,113162040,0.0012231280663499433,113114090.5
LSS,21,47608360,47648738,0.0012230719568400161,47628549.0
FBLN5,14,92335755,92414046,0.0012227352059213104,92374900.5
AGPS,2,178257471,178408564,0.0012223262785902023,178333017.5
LY75+CD302+LY75-CD302,2,160625139,160761267,0.0012221500186839762,160693203.0
ST3GAL2,16,70413338,70472991,0.0012217096123698923,70443164.5
C9orf84,9,114448901,114545779,0.0012206870245989876,114497340.0
USHBP1,19,17360849,17375544,0.0012206450836700355,17368196.5
KIAA1324,1,109656585,109749403,0.001220641936836131,109702994.0
TMEM45A,3,100211463,100296285,0.0012206240013981073,100253874.0
C1orf83,1,54519274,54565416,0.001220498262888725,54542345.0
ABCB4,7,87031361,87105019,0.001220492081426272,87068190.0
CDON,11,125826713,125933187,0.001220285833614554,125879950.0
KDR,4,55944426,55991762,0.001220184759308296,55968094.0
NMNAT3,3,139279033,139396840,0.0012197653263399388,139337936.5
MYST2,17,47865981,47906458,0.001219473369108215,47886219.5
MMP26,11,5009424,5013659,0.0012191483683423598,5011541.5
KIAA1377,11,101785746,101871793,0.001219101310567794,101828769.5
NUDCD1,8,110253148,110346350,0.0012190605255355536,110299749.0
RNF19B,1,33402050,33430286,0.0012190487664298644,33416168.0
SLC30A7,1,101361632,101447311,0.001218966705458513,101404471.5
TAF2,8,120743014,120845074,0.001218946386245534,120794044.0
LOC441666,10,42827314,42863493,0.0012182232282498262,42845403.5
CASR,3,121902530,122005344,0.001216272792433415,121953937.0
SUV420H1,11,67923507,67980784,0.0012160506033396246,67952145.5
LOC284344,19,43715943,43752798,0.001215760671868793,43734370.5
ASNA1,19,12848306,12859137,0.0012156658051729607,12853721.5
STYX,14,53196883,53241705,0.0012150570755409262,53219294.0
MAP1S,19,17830303,17845324,0.0012148754820699992,17837813.5
DYNC1H1,14,102430865,102517135,0.001214564741434998,102474000.0
ERVFRDE1,6,11102722,11112071,0.0012143039567575897,11107396.5
SLAIN1,13,78272470,78338377,0.0012142671887680478,78305423.5
TMEM161B,5,87491023,87564665,0.0012138189220642914,87527844.0
GGT7,20,33432523,33460661,0.0012137127226914401,33446592.0
UGT2A2+UGT2A1,4,70454135,70513417,0.0012134118813733608,70483776.0
DNAJC21,5,34929698,34959069,0.001212595361078428,34944383.5
ADAM23,2,207308368,207482679,0.0012125509009024427,207395523.5
C14orf147,14,34902144,34931468,0.0012116111265711993,34916806.0
TDRD7,9,100174302,100258405,0.00121073041172437,100216353.5
C20orf114,20,31870941,31897684,0.0012100619867645435,31884312.5
ZBBX,3,166958077,167098085,0.0012093107739303832,167028081.0
NANOG,12,7941995,7948655,0.0012093084078514948,7945325.0
FLJ36777,4,7099151,7105103,0.0012090631689467557,7102127.0
ANXA2,15,60639350,60690185,0.0012089291446812922,60664767.5
EIF4A1,17,7476057,7482324,0.0012088700162635746,7479190.5
LPA,6,160952515,161087407,0.001208595682296476,161019961.0
GP2,16,20321811,20338835,0.001208069375145726,20330323.0
MCOLN2,1,85391266,85462796,0.0012080014942377204,85427031.0
C6orf97,6,151815175,151942328,0.0012078253885370316,151878751.5
PPARGC1B,5,149109815,149234585,0.0012066931341045972,149172200.0
SEC63,6,108188960,108279482,0.001206602178964289,108234221.0
HGF,7,81331444,81399452,0.0012058534827588119,81365448.0
CLPTM1,19,45458599,45496604,0.0012056402537901079,45477601.5
C19orf42,19,16756959,16770968,0.0012056047961657157,16763963.5
GNPTAB,12,102139275,102224645,0.0012053290189335542,102181960.0
PFKM,12,48499656,48540187,0.0012051518858591237,48519921.5
GOLM1,9,88641058,88715116,0.001204842345583046,88678087.0
RAP1A,1,112162405,112256101,0.0012046667951750578,112209253.0
SHOC2,10,112679301,112773425,0.0012046182552118978,112726363.0
NEK7,1,198126108,198291548,0.0012041818854697794,198208828.0
FBXO47,17,37092685,37123655,0.00120405470832452,37108170.0
ENPP3,6,131958442,132068550,0.001203303286263946,132013496.0
BIN2,12,51674822,51717938,0.0012032417315346322,51696380.0
CASC3,17,38296507,38328431,0.0012021307723060204,38312469.0
TET3,2,74273450,74335302,0.0012009195477347134,74304376.0
N4BP2L1,13,32974860,33002315,0.0012006938288315894,32988587.5
HMG20A,15,77713243,77777945,0.001200650145172233,77745594.0
CHAF1B,21,37757689,37789125,0.001200647924672893,37773407.0
WDR33,2,128461808,128568761,0.0012006398383945793,128515284.5
SETD3,14,99864083,99947226,0.0012006327380298387,99905654.5
ZNF491,19,11909391,11919306,0.0012005961513814611,11914348.5
NCRNA00169,16,21312170,21329912,0.0012005181028413858,21321041.0
LBP,20,36974885,37005653,0.0012000140463221953,36990269.0
ARHGEF17,11,73019663,73080425,0.0012000135130456613,73050044.0
SGMS2,4,108745721,108836204,0.0011999101645017163,108790962.5
RASAL3,19,15562438,15575382,0.0011994574113067813,15568910.0
GCNT1,9,79056582,79122332,0.0011993659686169167,79089457.0
USP45,6,99880184,99963252,0.001199356854126421,99921718.0
RXRA,9,137218316,137332431,0.0011992912397502664,137275373.5
CCDC93,2,118673054,118771739,0.0011992039522894515,118722396.5
DPYS,8,105391652,105479277,0.0011989908673939453,105435464.5
TSPAN14,10,82214038,82282391,0.0011989626669226539,82248214.5
C9orf85,9,74526423,74588371,0.0011987016705496956,74557397.0
RPL23AP82,22,51195514,51238065,0.0011985936568201794,51216789.5
H2AFY2,10,71812357,71872040,0.0011985208370113298,71842198.5
SLC12A2,5,127419483,127525380,0.0011985107880612134,127472431.5
UBE3C,7,156931655,157062066,0.0011983890123552499,156996860.5
PRPF6,20,62612431,62664453,0.0011981761061790053,62638442.0
EXD3,9,140201348,140317714,0.0011969287103994475,140259531.0
DCAF6,1,167905797,168045083,0.001196289361011793,167975440.0
GNN,12,104237527,104323989,0.0011961775783717599,104280758.0
KLHL28,14,45393527,45431179,0.0011961581377484265,45412353.0
HDGFRP3,15,83806816,83876321,0.0011960000887114575,83841568.5
TNC,9,117782805,117880486,0.0011959766883116174,117831645.5
THRA,17,38218446,38250120,0.0011951557753384634,38234283.0
LOC100306951,17,1420213,1421390,0.0011951359602981881,1420801.5
WDR63,1,85527993,85598821,0.0011942396005437672,85563407.0
CLCNKB,1,16370247,16383803,0.0011941835526734224,16377025.0
FA2H,16,74746856,74808729,0.00119372170773957,74777792.5
DNA2,10,70173821,70231879,0.0011931138445895328,70202850.0
PLEKHH1,14,68000008,68056255,0.0011928487466228432,68028131.5
NCKAP1L,12,54891495,54936899,0.0011928450519889111,54914197.0
TFEC,7,115575202,115670798,0.0011928066370217039,115623000.0
EPDR1,7,37960163,37991542,0.0011920819702879726,37975852.5
CYFIP2,5,156693091,156822606,0.0011919700317761794,156757848.5
SNX25,4,186131284,186285120,0.0011918832970714277,186208202.0
NUPL2,7,23221446,23240630,0.0011913657084896556,23231038.0
CLEC4M,19,7828035,7834491,0.001189340534487826,7831263.0
NYNRIN,14,24867992,24888494,0.0011889157209914458,24878243.0
IGF1,12,102789645,102874378,0.0011887726676178545,102832011.5
PLS1,3,142315229,142432505,0.0011883747738181683,142373867.0
WDR4,21,44263204,44299678,0.0011883276496824635,44281441.0
ZNF681,19,23921997,23941693,0.0011873435559124346,23931845.0
LOC442028,2,95534430,95613087,0.001187335005234047,95573758.5
CLEC10A,17,6977856,6983600,0.0011871024906469074,6980728.0
EFR3A,8,132916359,133025771,0.001187086510380908,132971065.0
CCDC11,18,47753563,47792865,0.0011868743540688342,47773214.0
DUS2L,16,68057204,68113184,0.0011861914023825193,68085194.0
C14orf39,14,60902674,60952764,0.001186070948797635,60927719.0
VIPR1,3,42544104,42579065,0.0011850607435803795,42561584.5
PAX2,10,102505468,102589698,0.001184993399025558,102547583.0
RPA2,1,28218049,28241236,0.0011849873978668768,28229642.5
CAMK2G,10,75572259,75634343,0.0011847139156948572,75603301.0
ANKRD32,5,93954391,94031573,0.0011846639115873359,93992982.0
AGPAT9,4,84457653,84527026,0.0011845344572272154,84492339.5
DDHD2,8,38089009,38120287,0.00118422867568313,38104648.0
MLLT4,6,168227671,168365793,0.0011840273549594826,168296732.0
ADNP,20,49506883,49547527,0.0011839331403571407,49527205.0
FGR,1,27938801,27961727,0.0011833600991550952,27950264.0
CCDC40,17,78010435,78074412,0.0011826811684940708,78042423.5
CCDC138,2,109403219,109492847,0.0011814362819073665,109448033.0
GGT6,17,4460222,4463876,0.0011814318472467278,4462049.0
RAB2B,14,21927179,21945132,0.0011807312513845147,21936155.5
INPP5D,2,233925036,234116549,0.0011806423978555358,234020792.5
SSBP4,19,18530221,18545372,0.0011791192444121634,18537796.5
DYNC2LI1,2,44001178,44037149,0.0011789225623211053,44019163.5
USP33,1,78161674,78225537,0.001178291201057391,78193605.5
PABPN1+BCL2L2+BCL2L2-PABPN1,14,23775971,23795394,0.0011780812326165346,23785682.5
BCRP3,22,25028882,25049327,0.001177993429109847,25039104.5
PTPDC1,9,96793076,96872136,0.0011779035988226383,96832606.0
WDR20,14,102606212,102690010,0.001177761221271112,102648111.0
RXFP1,4,159443047,159573263,0.001177757881407615,159508155.0
NAA20,20,19997937,20014269,0.001177745387924034,20006103.0
GSS,20,33516236,33543601,0.001177436527555642,33529918.5
AQP9,15,58430408,58478110,0.0011773212535679534,58454259.0
TARS,5,33440898,33468196,0.0011771999254435173,33454547.0
AQP7P3,9,42858152,42893137,0.0011771878467889962,42875644.5
SLC35D1,1,67465015,67520080,0.0011770485571922507,67492547.5
FLJ21408,16,27279526,27301789,0.0011769126595666535,27290657.5
ZNF184,6,27418521,27440897,0.0011768898039790088,27429709.0
SLC17A5,6,74303102,74363737,0.0011768302610910553,74333419.5
KLHDC5,12,27933187,27955973,0.0011763730156850727,27944580.0
FBXW4,10,103370421,103454743,0.001176364949497355,103412582.0
BLNK,10,97951455,98031333,0.001176017556005604,97991394.0
LRIG3,12,59265937,59314262,0.0011758833451587236,59290099.5
STMN4,8,27093814,27115903,0.001175718786583957,27104858.5
