geneid	chrm_probe	s1	s2
LOC151534	2	74729744	74732192
LOC151658	3	107560509	107596915
LOC152024	3	24141465	24144738
LOC152217	3	196669494	196670884
LOC152225	3	101659703	101716770
LOC152742	4	14113592	14141676
LOC153684	5	43042236	43045370
LOC153910	6	142847592	142959026
LOC154449	6	170563422	170571657
LOC154761	7	143509061	143533810
LOC154822	7	158801045	158818929
LOC154860	7	121943712	121950131
LOC155060	7	148982372	148994403
LOC157381	8	125954250	125963337
LOC157627	8	9757574	9760839
LOC158376	9	35909480	35911617
LOC158435	9	98828121	98864194
LOC162632	17	16690206	16707819
LOC168474	7	64310071	64314178
LOC200726	2	207507142	207514173
LOC201651	3	151488244	151502682
LOC202181	5	177045501	177099278
LOC202781	7	154795143	154797413
LOC219347	10	81805989	81838949
LOC220594	17	18414576	18424566
LOC220729	3	197340898	197354752
LOC220906	10	28808846	28821283
LOC220930	10	31605457	31608024
LOC220980	10	45306472	45455137
LOC221442+NFYA	6	41040707	41108573
LOC221710	6	11094266	11138969
LOC222699	6	28183116	28186707
LOC253039	9	123605320	123616651
LOC254559	15	89921273	89941718
LOC255130	4	57975928	58071465
LOC255167	5	6582287	6588613
LOC255411	12	49121218	49159569
LOC255512	11	1330938	1331937
LOC256880	4	100871636	100873620
LOC257358	5	169758435	169762104
LOC257396	5	52405687	52410952
LOC25845	5	470625	473080
LOC26102	9	139216998	139221779
LOC282997	10	112628648	112630662
LOC283038	10	127371812	127398246
LOC283050	10	80703083	80827205
LOC283070	10	12875133	12877545
LOC283089	10	122521324	122610691
LOC283104	11	9779840	9832866
LOC283143	11	115626051	115630918
LOC283174	11	133766330	133771635
LOC283177	11	134306376	134375555
LOC283194	11	58701116	58825925
LOC283299	11	7872298	7927502
LOC283314	12	7260904	7274447
LOC283335	12	53436973	53448222
LOC283392	12	72647287	72667289
LOC283404	12	52604714	52617597
LOC283432	12	103203061	103218177
LOC283440	12	2870366	2880835
LOC283480	13	102944670	103046869
LOC283481	13	103046928	103048055
LOC283663	15	57592563	57599967
LOC283688	15	80555410	80634147
LOC283693	15	83394650	83408532
LOC283731	15	74418714	74421619
LOC283856	16	56126899	56225006
LOC283867	16	65318402	65610203
LOC283875	16	3039055	3044510
LOC283888	16	27458991	27464714
LOC283922	16	74366304	74402153
LOC284009	17	2310275	2318730
LOC284023	17	7816640	7819265
LOC284100	17	36202573	36244363
LOC284215	18	4264602	4296000
LOC284232	13	19408543	19446109
LOC284233	18	14337422	14342523
LOC284276	18	74240612	74271784
LOC284344	19	43715943	43752798
LOC284379	19	54102887	54106751
LOC284412	19	37756841	37759912
LOC284440	19	19867181	19887222
LOC284551	1	31984036	31989846
LOC284578	1	205523401	205525763
LOC284648	1	182584275	182585764
LOC284688	1	170240546	170253349
LOC284749	20	46988654	46999381
LOC284751	20	48909257	48931456
LOC284788	20	22380971	22401281
LOC284798	20	25121434	25129426
LOC284837	21	45225639	45232448
LOC285033	2	96905977	96907701
LOC285045	2	33050510	33162270
LOC285074	2	87257798	87303536
LOC285205	3	107602052	107647753
LOC285359	3	101431278	101432260
LOC285401	3	63088364	63110737
LOC285419	4	124573940	124851518
LOC285441	4	187207252	187422212
LOC285456	4	109459346	109541613
LOC285501	4	178649911	178911904
LOC285548	4	13547700	13549448
LOC285593	5	173006646	173012075
LOC285629	5	160358786	160365633
LOC285692	5	9641427	9903936
LOC285696	5	17130137	17217531
LOC285733	6	131148545	131158276
LOC285740	6	143875467	143890476
LOC285768	6	961241	1101567
LOC285796	6	163731017	163745505
LOC285830	6	29694378	29716826
LOC285847+FKBP5	6	35541362	35704724
LOC285954	7	41733514	41818976
LOC285965	7	143104906	143220540
LOC285972	7	150130742	150145228
LOC286002	7	107296961	107302243
LOC286094	8	136246374	136311962
LOC286114	8	20831497	20852630
LOC286186	8	66439243	66474901
LOC286367	9	107536633	107540045
LOC338579	10	45650110	45681489
LOC338588	10	4698348	4704606
LOC338651	11	1593971	1620414
LOC338739	11	33183203	33213142
LOC338758	12	90102732	90105729
LOC338799	12	122233173	122241390
LOC338817	12	11700964	11717335
LOC338864	13	75126980	75131257
LOC338963	15	83379223	83382745
LOC339240	17	18325495	18328647
LOC339290	18	5238099	5246505
LOC339505	1	20686294	20755287
LOC339524	1	87595448	87634886
LOC339529	1	244080704	244210619
LOC339535	1	238643684	238649317
LOC339674	22	42348191	42354946
LOC339751	2	174062441	174146764
LOC339788	2	8062556	8116945
LOC339803	2	61368727	61372110
LOC339807	2	64834446	64843616
LOC339822	2	779837	864112
LOC339894	3	156799456	156840791
LOC339929	3	187868994	187871876
LOC340113	5	32947549	32962573
LOC340508	9	99837953	99844227
LOC340515	9	93224714	93345028
LOC341056	11	122888274	122890319
LOC342346	16	4606491	4650318
LOC342918	19	51152702	51162567
LOC344595	3	106959539	107045811
LOC344887	3	185686267	185697578
LOC344967	4	40044537	40058819
LOC345643	5	54515425	54523143
LOC348751	2	200625259	200715896
LOC348761	2	231849083	231860747
LOC348840	3	197784404	197807542
LOC348926	4	3943669	3957148
LOC349196	8	7118141	7143880
LOC374443	12	9800643	9811008
LOC374491	13	25154346	25171812
LOC375190	2	24346350	24392507
LOC375196	2	39186429	39187485
LOC386597	2	7052407	7058813
LOC386758	19	56905045	56910544
LOC387646	10	27534782	27541235
LOC387647	10	29698501	29711299
LOC387723	10	131862162	131909081
LOC387895	12	127215247	127256808
LOC388152	15	84867600	84898920
LOC388387	17	41026691	41050751
LOC388428	17	79139307	79156964
LOC388499	19	7943517	7945117
LOC388564	19	55890612	55895627
LOC388588	1	3689352	3692546
LOC388630	1	48226200	48462562
LOC388692	1	149279476	149291742
LOC388789	20	18548073	18550203
LOC388796	20	37049239	37064018
LOC388906	22	42665759	42670868
LOC388942	2	42104695	42121186
LOC388946	2	46706704	46711564
LOC388948	2	47043807	47049799
LOC389023	2	115901625	115918920
LOC389247	4	184415890	184425668
LOC389332	5	135527156	135528851
LOC389333	5	138727635	138730885
LOC389458	7	5111738	5112854
LOC389493	7	56182374	56184090
LOC389634	12	8509560	8543348
LOC389641	8	23082734	23088439
LOC389705	9	14993325	15019722
LOC389765	9	88420917	88457794
LOC389791	9	130890808	130892913
LOC390595	15	65385342	65398697
LOC390858	18	56702971	56720446
LOC390940	19	44080952	44086256
LOC391322	22	24373117	24374043
LOC392196	8	11985367	11986804
LOC392232	8	73117534	73163869
LOC399744	10	38717074	38741081
LOC399753	10	49218159	49239658
LOC399815	10	124639149	124658230
LOC399959	11	121959811	122073770
LOC400027	12	46119503	46121704
LOC400043	12	54519855	54526626
LOC400084	12	126443234	126467920
LOC400236	14	89883698	89886137
LOC400238	14	90921574	90925249
LOC400456	15	95822519	95870329
LOC400548	16	85170756	85183049
LOC400550	16	86508131	86542466
LOC400643	18	6925473	6929868
LOC400655	18	70821293	70931733
LOC400657	18	72259010	72265071
LOC400680	19	21666517	21686040
LOC400685	19	35307058	35323773
LOC400752	1	45769582	45771291
LOC400759	1	89873238	89890493
LOC400794	1	165446079	165551341
LOC400804	1	221503270	221509638
LOC400891	22	21400249	21418457
LOC400927	22	38740670	38794931
LOC400931+MIRLET7B+MIRLET7A3	22	46481877	46509808
LOC400940	2	6122110	6128364
LOC400958	2	65128974	65159581
LOC400960+ASPRV1	2	70187224	70314147
LOC401010	2	132199734	132202467
LOC401022	2	177037924	177053686
LOC401052	3	10048102	10052779
LOC401093	3	151980405	151987415
LOC401097	3	159943423	159946000
LOC401109	3	195869507	195887761
LOC401127	4	39481875	39483523
LOC401164	4	189376732	189523062
LOC401233	6	3020390	3025005
LOC401321	7	32797898	32802536
LOC401387	7	91774198	91794590
LOC401397	7	112756773	112758637
LOC401431	7	149564783	149570951
LOC401463	8	65486866	65489820
LOC401980	1	202955580	202976393
LOC402160	4	2420701	2464690
LOC402778	11	1756030	1769349
LOC404266	17	46667823	46683774
LOC407835	7	128766325	128768050
LOC439949	10	6622387	6627323
LOC439994	10	89102168	89103331
LOC441046	4	144480625	144482613
LOC441177	6	166401039	166403103
LOC441204	7	26443107	26535986
LOC441208	7	32767562	32769595
LOC441454	9	99671357	99672737
LOC441455	9	99488103	99489749
LOC441601	11	50238999	50257633
LOC441617	11	74951950	74954748
LOC441666	10	42827314	42863493
LOC441869	1	1353800	1356650
LOC442028	2	95534430	95613087
LOC442132	5	7299487	7306827
LOC442211	6	42695314	42695932
LOC442421	9	66494269	66503030
LOC442497	7	419391	422845
LOC493754	7	66018553	66043498
LOC541471	2	112124591	112252692
LOC541473	7	72440192	72443668
LOC550112	4	68566996	68588222
LOC554202	9	21454267	21559697
LOC55908	19	11350295	11352619
LOC572558	9	70970109	70972757
LOC574538	12	246577	258332
LOC595101	16	30278914	30346695
LOC606724+CORO1A	16	29460666	30200575
LOC613037	16	30234350	30256932
LOC613038+LOC388242	16	29476289	30218248
LOC619207	10	135267432	135281953
LOC641298	16	22448329	22503541
LOC641367	19	21933547	21936240
LOC641518	4	109088681	109097586
LOC641746	7	64042988	64044129
LOC642236	9	68427783	68454375
LOC642313	9	168877	170508
LOC642345	13	88096242	88323218
LOC642361	10	81585658	81587358
LOC642587+MIR205	1	209602168	209605892
LOC642597	18	5143672	5197255
LOC642846	12	9436253	9466684
LOC642852	21	46707967	46717269
LOC642864	1	109399839	109401146
LOC642924	8	94358695	94712661
LOC642929	9	43140537	43145484
LOC643008	17	73629514	73637486
LOC643037	11	94245695	94265289
LOC643201	5	175570088	175626298
LOC643387	2	239140327	239142985
LOC643406	20	5451842	5457780
LOC643542	18	65183783	65566856
LOC643596	9	140122018	140124090
LOC643650	10	47096454	47151400
LOC643714	16	52585999	52640887
LOC643719	19	35067638	35068596
LOC643733	11	104772276	104788902
LOC643749	6	111804675	111923497
LOC643763	8	63890420	63897460
LOC643837	1	763064	789740
LOC644100	5	115387163	115394827
LOC644172	17	43677491	43679748
LOC644189	19	36912439	36913686
LOC644242	1	120140325	120141914
LOC644246	17	44270939	44274089
LOC644649	16	59788045	59789095
LOC644656	11	9481103	9482245
LOC644669	18	15313555	15325918
LOC644714	3	45719657	45730374
LOC644759	4	68857405	68863301
LOC644936	5	79594917	79596297
LOC644961	1	27650365	27653016
LOC645158	18	2652722	2653231
LOC645166	1	148928286	148953054
LOC645212	15	44826703	44829121
LOC645323+MIR9-2	5	87836597	87980620
LOC645332	11	67559238	67572807
LOC645431	14	65877311	65879335
LOC645434	6	139790132	139795733
LOC645513	4	120375938	120420747
LOC645591	7	104436954	104444539
LOC645638	17	58160927	58165828
LOC645676	1	155531772	155533735
LOC645752	15	78206559	78219188
LOC645781	19	7981032	7983980
LOC645971	19	49929688	49932075
LOC646168	3	167613736	167641797
LOC646214	15	21932514	21940739
LOC646268	1	158101834	158110430
LOC646278	15	29034980	29101720
LOC646324	2	216476286	216708259
LOC646329	7	130565751	130598069
LOC646471	1	26146445	26150097
LOC646851	22	38974125	39052634
LOC646862	19	58907457	58908446
LOC646870	1	173331510	173332878
LOC646903	3	149689066	149691029
LOC646938	15	79044379	79045734
LOC646982	13	40921271	41055143
LOC646999	7	39649086	39651687
LOC647310	14	105864920	105880196
LOC647323	3	193675161	193721448
LOC647859	5	70370030	70388897
LOC647946	18	36786888	37331959
LOC647979	20	34633540	34638882
LOC648740	1	104112026	104114008
LOC648809	15	84748939	84795353
LOC648987	5	43014831	43018913
LOC649395	7	63894071	63895895
LOC650226	7	56491397	56516068
LOC650368	11	3402191	3430378
LOC650623	10	81442731	81448650
LOC652276	16	2653385	2680495
LOC653075	15	30427990	30439395
LOC653113	12	8383645	8395542
LOC653501+ZNF658B	9	39443814	41609544
LOC653513	1	144676437	144680025
LOC653566	1	28421446	28423069
LOC653653	17	58179121	58180280
LOC653712	3	128580351	128590384
LOC653786	16	22557019	22588186
LOC654342	2	91824709	91847975
LOC654433	2	113993846	114024580
LOC678655	12	6548167	6560683
LOC723809	7	104535075	104567092
LOC723972	15	35529527	35530264
LOC727677	8	128455595	128494384
LOC727896	18	2943213	2946621
LOC728024	8	37604074	37605564
LOC728129	17	38097727	38100986
LOC728190	10	88998424	89102315
LOC728192	13	107028911	107030142
LOC728228	20	4173737	4176600
LOC728264+MIR143+MIR145	5	148786440	148812399
LOC728276	16	19297105	19315716
LOC728323	2	243030844	243102469
LOC728377	7	143956089	143983096
LOC728392	17	5402747	5404319
LOC728460	5	121495871	121518356
LOC728554	5	177302262	177311269
LOC728606	18	24267585	24283602
LOC728613	5	1597672	1634120
LOC728622	12	17141681	17143562
LOC728640	10	60474775	60477293
LOC728643	10	47133295	47133836
LOC728723	5	76382623	76444176
LOC728724	8	130228713	130253486
LOC728739	12	108296927	108297548
LOC728743	7	150102840	150109558
LOC728752	19	36980529	36981942
LOC728758	15	44168024	44170369
LOC728819	2	43902292	43903461
LOC728853	19	38319707	38322556
LOC728989	1	146490895	146514599
LOC729013	11	10879764	10900823
LOC729020	10	105005644	105007773
LOC729080	5	141275191	141276260
LOC729082	15	41576201	41591795
LOC729156	7	66274980	66309813
LOC729176	6	147122805	147124960
LOC729177	6	22134831	22147422
LOC729178	6	147162525	147525750
LOC729234	2	96676299	96688884
LOC729375	3	129816625	129830276
LOC729467	1	59597608	59612479
LOC729513	16	70253484	70259936
LOC729603	6	160514114	160517244
LOC729668	10	30653256	30663377
LOC729678	5	180256959	180262726
LOC729723	2	25194981	25262563
LOC729799	11	43918853	43921424
LOC729852	7	7680342	7918851
LOC729966	19	18360760	18366229
LOC729970	1	95393584	95428826
LOC730005	22	30920917	30942669
LOC730101	6	52529199	52533951
LOC730102	1	177975275	178007142
LOC730227	1	203267886	203274453
LOC730441	7	141968101	141972068
LOC730668	22	46402496	46406657
LOC730755	17	39215493	39216344
LOC730811	2	2323004	2330880
LOC731275	1	243219616	243265046
LOC731789	10	26932037	26942383
LOC79015	20	43285092	43300380
LOC80054	19	33793763	33795963
LOC81691	16	20817767	20860990
LOC84856	10	42970939	42990785
LOC84989	10	65224989	65226322
LOC90246	3	128226678	128229429
LOC90586	17	41019162	41021234
LOC90784	2	86247339	86250991
LOC90834	22	50171538	50173958
LOC91149	2	173587918	173600934
LOC91316	22	23980675	24059610
LOC91450	15	78285575	78286567
LOC91948	15	98285846	98417659
LOC92659	17	79885705	79888629
LOC92973	9	35860271	35865515
LOC93432	7	141811549	141843783
LOC93622	4	6675821	6677774
LOC96610	22	22652463	22677324
LOH12CR1	12	12510020	12619838
LOH12CR2	12	12508342	12510001
LOH3CR2A	3	8613468	8615580
LONP1	19	5691845	5720176
LONP2	16	48278211	48387407
LONRF1	8	12579406	12612992
LONRF2	2	100889753	100939195
LOX	5	121398890	121414055
LOXHD1	18	44056935	44236996
LOXL1	15	74218789	74244478
LOXL2	8	23154410	23261722
LOXL3	2	74759946	74781062
LOXL4	10	100007443	100028007
LPA	6	160952515	161087407
LPAL2	6	160887587	160932156
LPAR1	9	113636054	113800365
LPAR2	19	19734466	19739039
LPAR3	1	85279086	85358896
LPAR5	12	6728001	6745297
LPAR6	13	48985182	49018840
LPCAT1	5	1461542	1524076
LPCAT2	16	55542913	55620582
LPCAT3	12	7085347	7125842
LPCAT4	15	34651089	34659395
LPGAT1	1	211916799	212004114
LPHN1	19	14258549	14316997
LPHN2	1	82266082	82458107
LPHN3	4	62362839	62938168
LPIN1	2	11886740	11967533
LPIN2	18	2916992	3011945
LPIN3	20	39969560	39989222
LPL	8	19796582	19824770
LPO	17	56315787	56345879
LPP	3	187871663	188608460
LPPR1	9	103791031	104087417
LPPR2	19	11466062	11476374
LPPR3	19	812518	821952
LPPR4	1	99729848	99775138
LPPR5	1	99355801	99470449
LPXN	11	58294344	58345639
LRAT	4	155665163	155674270
LRBA	4	151185596	151936649
LRCH1	13	47127296	47327175
LRCH3	3	197518145	197598456
LRCH4	7	100171634	100183776
LRDD	11	799179	805250
LRFN1	19	39797457	39805976
LRFN2	6	40359373	40555126
LRFN3	19	36428022	36436097
LRFN4	11	66624876	66627946
LRFN5	14	42076764	42373752
LRG1	19	4537227	4540036
LRGUK	7	133812105	133948933
LRIG1	3	66429221	66550845
LRIG2	1	113615831	113667342
LRIG3	12	59265937	59314262
LRIT2	10	85980249	85985284
LRIT3	4	110772486	110793471
LRMP	12	25205241	25261269
LRP1	12	57522282	57607125
LRP10	14	23340960	23347291
LRP11	6	150139894	150185480
LRP12	8	105501459	105601252
LRP1B	2	140988996	142889270
LRP2	2	169983619	170219122
LRP2BP	4	186285032	186300152
LRP3	19	33685599	33699773
LRP4	11	46878268	46940173
LRP5	11	68080108	68216743
LRP5L	22	25747385	25777544
LRP6	12	12268961	12419811
LRP8	1	53711212	53793821
LRPAP1	4	3514290	3534224
LRPPRC	2	44113363	44223144
LRRC1	6	53659778	53788919
LRRC10	12	70002345	70004942
LRRC10B	11	61276272	61278490
LRRC14	8	145743363	145750559
LRRC14B	5	191626	195468
LRRC15	3	194075976	194090472
LRRC16A	6	25279656	25620758
LRRC16B	14	24521206	24538937
LRRC17	7	102553344	102585556
LRRC18	10	50117529	50122280
LRRC19	9	26993135	27005691
LRRC2	3	46556878	46608011
LRRC20	10	72058729	72142382
LRRC23	12	7013897	7023406
LRRC25	19	18501954	18508415
LRRC27	10	134145614	134195010
LRRC28	15	99791652	99926498
LRRC29	16	67241042	67260901
LRRC3	21	45875393	45878739
LRRC31	3	169557029	169587660
LRRC32	11	76368568	76381791
LRRC33	3	196366656	196388874
LRRC34	3	169511216	169530574
LRRC36	16	67360747	67419109
LRRC37A	17	44372497	44415160
LRRC37A2	17	44590076	44633014
LRRC37A3	17	62850488	62914903
LRRC37A4	17	43583249	43597889
LRRC37B	17	30348155	30380519
LRRC37BP1	17	28903483	28964484
LRRC38	1	13801445	13840242
LRRC39	1	100614413	100643771
LRRC3B	3	26664300	26752265
LRRC4	7	127667124	127671002
LRRC40	1	70610485	70671361
LRRC41	1	46744072	46769038
LRRC42	1	54412037	54433839
LRRC43	12	122652266	122688018
LRRC45	17	79981280	79989027
LRRC46	17	45908993	45915079
LRRC47	1	3696784	3713068
LRRC48	17	17876127	17920189
LRRC49	15	71184928	71342436
LRRC4B	19	51020150	51071302
LRRC4C	11	40135753	40315664
LRRC50	16	84178865	84211524
LRRC52	1	165513478	165533185
LRRC55	11	56949221	56959188
LRRC56	11	537522	554916
LRRC57	15	42834720	42841002
LRRC58	3	120043576	120068186
LRRC59	17	48458594	48474914
LRRC6	8	133584447	133687813
LRRC61	7	150020296	150035245
LRRC66	4	52859866	52883786
LRRC67	8	67900367	67940786
LRRC69	8	92114847	92231464
LRRC7	1	70225858	70589171
LRRC70	5	61874562	61877275
LRRC8A	9	131644391	131680317
LRRC8B	1	89990397	90063420
LRRC8C	1	90098644	90185094
LRRC8D	1	90286573	90401989
LRRC8E	19	7953390	7966908
LRRCC1	8	86019323	86058314
LRRFIP1	2	238536224	238690290
LRRFIP2	3	37094117	37217851
LRRIQ1	12	85430099	85638883
LRRIQ3	1	74491702	74663871
LRRIQ4	3	169539710	169555560
LRRK1	15	101459460	101610317
LRRK2	12	40618813	40763086
LRRN1	3	3841121	3889387
LRRN2	1	204586303	204654597
LRRN3	7	110731062	110765509
LRRN4	20	6021425	6034694
LRRN4CL	11	62453876	62457371
LRRTM1	2	80529003	80531487
LRRTM2	5	138205079	138211057
LRRTM3	10	68685792	68860867
LRRTM4	2	76974850	77749502
LRSAM1	9	130213765	130265780
LRTM1	3	54952381	54962072
LRTM2	12	1929433	1945918
LRTOMT	11	71791382	71821828
LRWD1	7	102105390	102113612
LSAMP	3	115521210	116164385
LSG1	3	194361517	194393206
LSM1	8	38020859	38034026
LSM10	1	36859031	36863493
LSM11	5	157170755	157183746
LSM12	17	42112003	42144987
LSM14A	19	34663352	34720420
LSM14B	20	60697517	60710434
LSM2	6	31765174	31774743
LSM3	3	14220228	14239869
LSM4	19	18417717	18434001
LSM5	7	32524945	32534870
LSM6	4	147096835	147111213
LSM7	19	2321520	2328614
LSMD1	17	7760003	7761172
LSP1	11	1874200	1913493
LSR	19	35739559	35758867
LSS	21	47608360	47648738
LST-3TM12	12	21168630	21243040
LST1	6	31553956	31556686
LTA	6	31539876	31542098
LTA4H	12	96394611	96429365
LTB	6	31548336	31550202
LTB4R2+LTB4R	14	24779357	24787242
LTBP1	2	33172369	33624575
LTBP2	14	74964886	75079034
LTBP3	11	65306030	65325699
LTBP4	19	41099072	41135725
LTBR	12	6493357	6500732
LTC4S	5	179220986	179223513
LTF	3	46477496	46506598
LTK	15	41795840	41806085
LTN1	21	30300466	30365277
LTV1	6	144164508	144184943
LUC7L	16	238970	279449
LUC7L2	7	139044634	139108200
LUC7L3	17	48796926	48830072
LUM	12	91497232	91505542
LUZP1	1	23410516	23495351
LUZP2	11	24518556	25104186
LXN	3	158384203	158390482
LY6D	8	143866298	143868008
LY6E	8	144099902	144103827
LY6G5B	6	31638728	31640227
LY6G5C	6	31644461	31648150
LY6G6C	6	31686425	31689510
LY6G6D	6	31683133	31685581
LY6G6E	6	31679753	31681842
LY6G6F	6	31674684	31678372
LY6H	8	144239331	144242053
LY6K	8	143781529	143785584
LY75+CD302+LY75-CD302	2	160625139	160761267
LY86	6	6588934	6655216
LY86-AS1	6	6346698	6623059
LY9	1	160765928	160798045
LY96	8	74903564	74941307
LYAR	4	4269429	4291896
LYG1	2	99900701	99917639
